assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2023-08-12T16:30:00Z,0,2,0,0,0,0,1,0,1719,0.0,1,5,0.0,0,0,0,0,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2023-08-19T19:00:00Z,0,13,0,0,0,0,2,0,1420,0.0,0,1,0.0,0,-280,0,280,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,11,0,0,0,0,3,0,1289,0.0,2,1,0.0,0,-148,0,148,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2023-09-02T16:30:00Z,0,5,0,0,0,0,4,0,1186,0.0,1,3,0.0,0,-106,0,106,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,4,0,0,0,0,5,0,1111,0.0,0,1,0.0,0,-79,0,79,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2023-09-24T15:30:00Z,0,17,0,0,0,0,6,0,1064,0.0,8,0,0.0,0,-51,0,51,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,6,0,0,0,0,7,0,1012,0.0,0,2,0.0,0,-47,0,47,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,975,0.0,2,2,0.0,0,-38,0,38,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,8,0,0,0,0,9,0,944,0.0,0,4,0.0,0,-35,0,35,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2023-10-28T16:30:00Z,0,20,0,0,0,0,10,0,919,0.0,2,2,0.0,0,-25,0,25,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,107,0,0,0.0,0.0,2023-11-04T17:30:00Z,0,1,0,0,0,0,11,0,908,0.0,0,1,0.0,0,-11,0,11,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2023-11-11T17:30:00Z,0,3,0,0,0,0,12,0,889,0.0,0,2,0.0,0,-20,0,20,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,7,0,0,0,0,13,0,875,0.0,1,4,0.0,0,-15,0,15,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,14,0,0,0,0,14,0,858,0.0,0,1,0.0,0,-15,0,15,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,9,0,0,0,0,15,0,842,0.0,0,3,0.0,0,-18,0,18,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2023-12-10T16:30:00Z,0,18,0,0,0,0,16,0,830,0.0,1,4,0.0,0,-11,0,11,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,10,0,0,0,0,17,0,818,0.0,0,3,0.0,0,-10,0,10,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,175,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,12,0,0,0,0,18,0,803,0.0,0,1,0.0,0,-17,0,17,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,189,0,0,0.0,0.0,2023-12-26T12:30:00Z,0,16,0,0,0,0,19,0,798,0.0,3,1,0.0,0,-6,0,6,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,194,0,0,0.0,0.0,2024-01-01T20:00:00Z,0,11,0,0,0,0,20,0,784,0.0,2,4,0.0,0,-13,0,13,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2024-01-13T17:30:00Z,0,13,0,0,0,0,21,0,766,0.0,3,2,0.0,0,-16,0,16,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,211,0,0,0.0,0.0,2024-01-30T20:15:00Z,0,2,0,0,0,0,22,0,758,0.0,3,1,0.0,0,-11,0,11,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,229,0,0,0.0,0.0,2024-02-03T15:00:00Z,0,12,0,0,0,0,23,0,751,0.0,4,4,0.0,0,-7,0,7,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,308,,,,,7,0,0,0.0,0.0,2018-08-11T11:30:00Z,0,17,0,0,0,0,1,0,4954,,2,1,0.0,0,0,0,0,45,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,11 Aug 12:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
