assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2023-08-13T15:30:00Z,0,11,0,0,0,0,1,0,2183,0.0,1,1,0.0,0,0,0,0,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2023-08-20T15:30:00Z,0,19,0,0,0,0,2,0,2094,0.0,1,3,0.0,0,-281,69,350,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,12,0,0,0,0,3,0,2014,0.0,0,3,0.0,0,-150,82,232,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,16,0,0,0,0,4,0,1948,0.0,1,0,0.0,0,-103,77,180,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,3,0,0,0,0,5,0,1908,0.0,0,0,0.0,0,-75,82,157,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,2,0,0,0,0,6,0,1918,0.0,1,0,0.0,0,-1,91,92,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,10,0,0,0,0,7,0,1905,0.0,2,0,0.0,0,-28,92,120,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,1889,0.0,4,1,0.0,0,-30,77,107,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,1,0,0,0,0,9,0,1840,0.0,2,2,0.0,0,-64,57,121,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,4,0,0,0,0,10,0,1948,0.0,2,0,0.0,0,45,126,81,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,18,0,0,0,0,11,0,2016,0.0,4,1,0.0,0,2,106,104,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,2063,0.0,4,4,0.0,0,-1,67,68,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,15,0,0,0,0,13,0,2194,0.0,1,4,0.0,0,54,129,75,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,2195,0.0,2,3,0.0,0,-35,75,110,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,2257,0.0,1,2,0.0,0,25,88,63,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,9,0,0,0,0,16,0,2296,0.0,0,2,0.0,0,-6,76,82,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,2499,0.0,0,2,0.0,0,100,172,72,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,-3,0,0.0,192,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,20,0,0,0,0,18,0,2513,0.0,1,2,0.0,-1,-12,88,100,40,False,1,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,8,0,0,0,0,19,0,2634,0.0,1,2,0.0,0,68,129,61,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,12,0,0,0,0,20,0,2655,0.0,3,2,0.0,0,-7,93,100,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,2744,0.0,0,1,0.0,0,-32,139,171,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,219,0,0,0.0,0.0,2024-01-31T20:15:00Z,0,11,0,0,0,0,22,0,2832,0.0,1,4,0.0,0,-2,94,96,40,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,226,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,20,0,0,0,0,23,0,2873,0.0,4,2,0.0,0,16,68,52,40,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,178,,,,,3,0,0,0.0,0.0,2018-08-11T14:00:00Z,0,7,0,0,0,0,1,0,14241,,2,0,0.0,0,0,0,0,45,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,11 Aug 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,178,,,,,19,0,0,0.0,0.0,2018-08-18T14:00:00Z,0,17,0,0,0,0,2,0,13315,,1,3,0.0,0,-1656,75,1731,45,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,0.0,18 Aug 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,8,0,0.0,178,,,,,23,2,0,0.4,4.2,2018-08-26T15:00:00Z,90,4,0,0,0,0,3,0,11888,,2,4,0.0,0,-1603,66,1669,45,True,1,37.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,1230.0,0.0,26 Aug 16:00,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
0,0,29,0,0.0,178,,,,,31,2,0,4.7,46.8,2018-09-01T14:00:00Z,90,3,0,0,1,0,4,3,11601,,2,2,0.0,7,-534,471,1005,44,False,0,26.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1761.0,0.0,01 Sep 15:00,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
0,0,19,0,0.0,178,,,,,45,3,0,4.7,47.2,2018-09-15T14:00:00Z,90,13,0,0,0,0,5,6,21240,,0,3,0.0,3,6599,10594,3995,44,False,0,33.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,2298.0,0.0,15 Sep 15:00,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
