assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
2,1,30,0,25.1,664,0.11,0.15,0.04,2.32,19,1,0,7.5,47.6,2023-08-20T15:30:00Z,80,7,0,0,0,0,2,0,13480,1.0,1,3,2.0,9,8549,9302,753,60,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,24,0,1.2,664,0.01,0.92,0.91,1.52,24,1,1,9.6,46.2,2023-08-26T16:30:00Z,90,5,0,0,0,0,3,0,211481,1.0,3,1,49.0,6,163863,179081,15218,60,False,1,,,,,,,,,,,,,,,,,,,,,,,
1,2,33,0,22.3,664,0.21,0.21,0.0,1.43,38,1,0,5.4,29.8,2023-09-01T19:00:00Z,90,12,0,0,0,0,4,0,574873,1.0,2,1,2.0,7,321969,349968,27999,60,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,26,0,29.1,664,0.15,0.72,0.57,3.63,49,3,1,10.6,52.4,2023-09-16T14:00:00Z,90,13,0,0,0,0,5,0,680009,1.0,3,1,24.0,7,93201,167368,74167,61,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,23,0,43.3,664,0.33,0.33,0.0,3.06,57,3,0,6.0,16.8,2023-09-24T13:00:00Z,90,11,0,0,0,0,6,0,997726,1.0,1,3,0.0,2,299864,334238,34374,62,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,1,29,1,88.9,664,1.12,1.2,0.08,1.07,69,0,0,15.5,36.2,2023-09-30T14:00:00Z,90,17,0,0,0,0,7,0,1371291,1.0,0,2,30.0,4,344644,399851,55207,63,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,12,0,16.5,664,0.06,0.16,0.1,1.95,79,2,0,3.0,8.6,2023-10-08T13:00:00Z,90,15,0,0,0,0,8,0,1394501,1.0,2,2,5.0,2,48700,202219,153519,63,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,19,0,55.5,664,0.59,0.66,0.07,2.02,81,4,0,8.0,18.4,2023-10-22T15:30:00Z,90,2,0,0,0,0,9,0,1362126,1.0,1,4,6.0,2,-42930,72214,115144,63,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,15,0,40.8,664,0.09,0.09,0.0,0.74,99,1,0,5.2,10.8,2023-10-29T13:00:00Z,72,9,0,0,0,0,10,0,1183823,1.0,1,0,0.0,2,-177249,34430,211679,63,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,17,0,12.5,664,0.01,0.07,0.06,1.4,101,3,0,3.0,12.6,2023-11-04T15:00:00Z,90,4,0,0,0,0,11,0,1033425,1.0,2,3,5.0,2,-155152,31213,186365,62,False,0,,,,,,,,,,,,,,,,,,,,,,,
2,3,45,0,71.4,664,0.57,0.72,0.15,1.68,119,2,0,12.2,45.8,2023-11-12T14:00:00Z,90,16,0,0,0,0,12,0,929024,1.0,2,3,5.0,11,-105880,26810,132690,61,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,11,0,39.6,664,0.27,0.33,0.06,1.27,122,1,0,5.8,13.4,2023-11-25T15:00:00Z,90,6,0,0,0,0,13,0,1209785,1.0,2,1,5.0,2,252172,284383,32211,62,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,13,0,11.7,664,0.03,0.08,0.05,0.88,140,1,0,3.4,20.0,2023-12-03T14:00:00Z,90,8,0,0,0,0,14,0,1145644,1.0,1,1,2.0,1,-47498,44601,92099,62,True,1,,,,,,,,,,,,,,,,,,,,,,,
0,2,24,0,15.8,664,0.11,1.05,0.94,1.74,148,1,1,7.4,40.6,2023-12-07T20:15:00Z,90,18,0,0,0,0,15,0,1022028,1.0,2,1,18.0,8,-123183,12307,135490,62,False,1,,,,,,,,,,,,,,,,,,,,,,,
0,0,14,0,2.0,664,0.01,0.05,0.04,2.34,155,5,0,2.9,14.2,2023-12-10T14:00:00Z,90,10,0,0,0,0,16,0,1026617,1.0,0,5,13.0,2,661,50187,49526,61,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,13,1,18.4,664,0.09,0.2,0.11,0.65,170,0,0,3.8,10.0,2023-12-17T14:00:00Z,90,20,0,0,0,0,17,0,987556,1.0,0,3,10.0,3,-35415,30708,66123,61,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,12,1,41.6,664,0.15,0.21,0.06,0.91,179,0,0,5.8,11.8,2023-12-23T12:30:00Z,90,14,0,0,0,0,18,0,921477,1.0,0,2,5.0,3,-63886,11813,75699,61,True,0,,,,,,,,,,,,,,,,,,,,,,,
1,0,18,1,18.9,664,0.1,0.12,0.02,2.68,181,0,0,5.3,33.2,2023-12-28T20:15:00Z,90,1,0,0,0,0,19,0,871584,1.0,2,0,1.0,6,-58164,9734,67898,60,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,18,1,10.6,664,0.04,0.13,0.09,2.48,199,0,0,4.2,14.2,2024-01-02T19:30:00Z,90,5,0,0,0,0,20,0,858135,1.0,0,0,17.0,3,-16476,31174,47650,60,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,3,35,0,54.6,664,0.21,1.0,0.79,2.23,210,2,1,12.4,50.0,2024-01-21T14:00:00Z,90,17,0,0,0,0,21,0,919244,1.0,2,2,19.0,9,51807,130265,78458,60,False,1,,,,,,,,,,,,,,,,,,,,,,,
0,3,40,0,65.7,664,0.29,1.08,0.79,1.17,217,1,1,13.3,50.2,2024-02-01T19:30:00Z,90,3,0,0,0,0,22,0,906952,1.0,1,1,17.0,10,-11456,38065,49521,60,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,15,0,54.8,664,0.23,0.5,0.27,0.8,228,3,0,7.4,14.6,2024-02-04T14:00:00Z,90,14,0,0,0,0,23,0,911638,1.0,0,3,5.0,2,3455,36632,33177,60,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,338,,,,,8,0,0,0.0,0.0,2018-08-12T12:30:00Z,0,4,0,0,0,0,1,0,27127,,0,0,0.0,0,0,0,0,55,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,12 Aug 13:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,19,0,61.8,338,,,,,16,2,0,9.7,26.0,2018-08-18T14:00:00Z,83,8,0,0,0,0,2,0,22950,,1,2,9.0,2,-5355,227,5582,55,False,0,33.0,0.0,0.0,5.0,24.0,1.0,0.0,0.0,0.0,0.0,863.0,5.0,18 Aug 15:00,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0
0,0,0,0,0.0,338,,,,,28,0,0,0.0,0.0,2018-08-25T14:00:00Z,0,11,0,0,0,0,3,0,20428,,2,1,0.0,0,-2855,447,3302,54,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,0.0,25 Aug 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,338,,,,,35,0,0,0.0,0.0,2018-09-01T14:00:00Z,0,7,0,0,0,0,4,0,17127,,2,0,0.0,0,-3447,115,3562,54,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921.0,0.0,01 Sep 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,-1,0,1.4,338,,,,,47,1,0,0.0,0.0,2018-09-17T19:00:00Z,14,3,0,0,0,0,5,0,14961,,2,2,0.0,1,-2293,153,2446,53,True,0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,2458.0,0.0,17 Sep 20:00,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,338,,,,,58,0,0,0.0,0.0,2018-09-22T14:00:00Z,0,12,0,0,0,0,6,0,13502,,0,3,0.0,0,-1515,71,1586,53,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2995.0,0.0,22 Sep 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,338,,,,,70,0,0,0.0,0.0,2018-09-29T14:00:00Z,0,20,0,0,0,0,7,0,12494,,0,2,0.0,0,-1050,43,1093,52,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.0,0.0,29 Sep 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,338,,,,,78,0,0,0.0,0.0,2018-10-07T13:15:00Z,0,6,0,0,0,0,8,0,11889,,3,0,0.0,0,-634,41,675,52,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4072.0,0.0,07 Oct 14:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,338,,,,,82,0,0,0.0,0.0,2018-10-20T14:00:00Z,0,2,0,0,0,0,9,0,11269,,0,0,0.0,0,-642,71,713,52,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4614.0,0.0,20 Oct 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3,0,0.2,338,,,,,98,0,0,0.2,1.4,2018-10-27T14:00:00Z,12,15,0,0,0,0,10,0,10834,,0,0,0.0,1,-449,63,512,51,True,0,9.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5160.0,0.0,27 Oct 15:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,8,0,44.6,338,,,,,107,5,0,7.8,14.0,2018-11-04T15:00:00Z,72,13,0,0,0,0,11,0,10464,,1,6,19.0,1,-391,46,437,51,False,1,25.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,5708.0,3.0,04 Nov 15:00,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
0,0,4,0,10.6,338,,,,,120,1,0,1.4,3.8,2018-11-10T15:00:00Z,16,18,0,0,0,0,12,0,10224,,1,1,0.0,1,-260,77,337,51,True,0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,6258.0,1.0,10 Nov 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,338,,,,,125,0,0,0.0,0.0,2018-11-24T15:00:00Z,0,9,0,0,0,0,13,0,10044,,2,3,0.0,0,-207,40,247,51,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6810.0,0.0,24 Nov 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,338,,,,,140,0,0,0.0,0.0,2018-12-01T17:30:00Z,0,14,0,0,0,0,14,0,9898,,2,2,0.0,0,-144,26,170,51,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7363.0,0.0,01 Dec 17:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,13,0,70.7,338,,,,,150,3,0,13.7,19.2,2018-12-05T20:00:00Z,90,17,0,0,0,0,15,0,9774,,1,3,47.0,2,-129,39,168,51,False,0,41.0,0.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,7919.0,5.0,05 Dec 20:00,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
0,0,3,0,0.3,338,,,,,154,0,0,0.3,0.4,2018-12-08T15:00:00Z,10,5,0,0,0,0,16,0,9731,,0,1,2.0,1,-60,91,151,51,False,0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8477.0,0.0,08 Dec 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,338,,,,,167,0,0,0.0,0.0,2018-12-16T13:30:00Z,0,1,0,0,0,0,17,0,9561,,2,3,0.0,0,-167,31,198,50,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9036.0,0.0,16 Dec 13:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,338,,,,,176,0,0,0.0,0.0,2018-12-22T15:00:00Z,0,10,0,0,0,0,18,0,9473,,3,1,0.0,0,-95,57,152,50,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9598.0,0.0,22 Dec 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
