assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,3,0,1.8,38,0.01,0.09,0.08,0.65,6,1,0,0.5,0.0,2023-08-12T16:30:00Z,3,15,0,0,0,0,1,0,45198,0.0,1,5,4.0,1,0,0,0,60,False,0
0,0,4,0,1.0,38,0.01,0.08,0.07,0.03,11,0,0,1.3,4.0,2023-08-20T13:00:00Z,21,9,0,0,0,0,2,0,53391,0.0,0,4,8.0,1,-5406,3394,8800,60,True,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,6,0,0,0,0,3,0,39023,0.0,3,1,0.0,0,-15432,1216,16648,59,False,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2023-09-03T13:00:00Z,0,11,0,0,0,0,4,0,30981,0.0,0,3,0.0,0,-8639,92,8731,59,False,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,8,0,0,0,0,5,0,25154,0.0,1,3,0.0,0,-6116,79,6195,58,True,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,7,0,0,0,0,6,0,22851,0.0,1,0,0.0,0,-2441,0,2441,58,False,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,61,0,0,0.0,0.0,2023-09-30T11:30:00Z,0,5,0,0,0,0,7,0,21301,0.0,1,6,0.0,0,-1565,0,1565,58,True,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,20,0,0,0,0,8,0,20519,0.0,1,1,0.0,0,-820,0,820,58,False,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,81,0,0,0.0,0.0,2023-10-22T15:30:00Z,0,19,0,0,0,0,9,0,19911,0.0,1,4,0.0,0,-609,0,609,58,True,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,12,0,0,0,0,10,0,19573,0.0,1,3,0.0,0,-347,0,347,58,True,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,108,0,0,0.0,0.0,2023-11-05T14:00:00Z,0,16,0,0,0,0,11,0,19258,0.0,0,2,0.0,0,-315,0,315,58,False,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,10,0,0,0,0,12,0,19034,0.0,1,3,0.0,0,-231,0,231,58,True,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,130,0,0,0.0,0.0,2023-11-26T14:00:00Z,0,18,0,0,0,0,13,0,18799,0.0,2,1,0.0,0,-239,0,239,58,False,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,132,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,3,0,0,0,0,14,0,18681,0.0,2,2,0.0,0,-118,0,118,58,False,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,13,0,0,0,0,15,0,18601,0.0,0,1,0.0,0,-84,0,84,58,True,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,151,0,0,0.0,0.0,2023-12-09T17:30:00Z,0,1,0,0,0,0,16,0,18542,0.0,0,1,0.0,0,-61,0,61,58,True,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,163,0,0,0.0,0.0,2023-12-17T14:00:00Z,0,4,0,0,0,0,17,0,18431,0.0,2,1,0.0,0,-111,0,111,58,False,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,171,0,0,0.0,0.0,2023-12-22T20:00:00Z,0,17,0,0,0,0,18,0,18374,0.0,1,1,0.0,0,-56,0,56,58,True,0
0,0,0,0,0.0,38,0.0,0.0,0.0,0.0,188,0,0,0.0,0.0,2023-12-26T20:00:00Z,0,14,0,0,0,0,19,0,18332,0.0,2,3,0.0,0,-41,0,41,58,False,0
