assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,5,0,1.3,210,0.01,0.01,0.0,0.04,9,0,0,0.8,2.4,2023-08-13T15:30:00Z,9,11,0,0,0,0,1,0,241321,0,1,1,4.0,1,0,0,0,65,True,0
0,0,8,0,38.3,210,0.15,0.23,0.08,1.07,19,2,0,6.3,8.6,2023-08-20T15:30:00Z,45,19,0,0,0,0,2,0,231181,0,1,3,16.0,1,-37395,10637,48032,65,False,0
0,0,0,0,0.0,210,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,12,0,0,0,0,3,0,151249,0,0,3,0.0,0,-83516,5979,89495,64,True,0
0,0,2,0,0.6,210,0.01,0.03,0.02,0.07,35,0,0,0.5,0.2,2023-09-02T14:00:00Z,13,16,0,0,0,0,4,0,96354,0,1,0,4.0,1,-56682,318,57000,64,True,0
0,0,4,1,22.4,210,0.41,0.41,0.0,0.56,42,0,0,4.1,11.0,2023-09-17T13:00:00Z,62,3,0,0,0,0,5,0,84346,1,0,0,8.0,2,-15324,1290,16614,64,False,1
0,0,12,1,14.1,210,0.21,0.21,0.0,0.21,55,0,0,2.8,7.6,2023-09-24T13:00:00Z,60,2,0,0,0,0,6,0,80417,1,1,0,6.0,3,-5074,1672,6746,63,True,0
0,0,25,0,0.1,210,0.0,0.59,0.59,0.03,64,0,1,6.1,32.2,2023-10-02T19:00:00Z,45,10,0,0,0,0,7,0,79902,1,2,0,29.0,6,-1584,3676,5260,63,False,0
0,0,2,0,0.6,210,0.09,0.09,0.0,0.18,73,0,0,0.5,2.0,2023-10-07T14:00:00Z,7,6,0,0,0,0,8,0,101636,0,4,1,2.0,1,17392,23687,6295,63,False,0
1,3,32,1,4.3,210,0.0,0.1,0.1,0.55,84,0,1,5.0,33.2,2023-10-21T16:30:00Z,65,1,0,0,0,0,9,0,94441,1,2,2,12.0,14,-5104,5666,10770,63,True,0
0,0,0,0,0.0,210,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,4,0,0,0,0,10,0,125089,0,2,0,0.0,0,26815,31323,4508,63,True,0
0,0,0,0,14.1,210,0.09,0.09,0.0,0.72,110,0,0,1.9,1.0,2023-11-06T20:00:00Z,32,18,0,0,0,0,11,0,100680,0,4,1,4.0,0,-23273,2054,25327,63,False,1
0,0,3,0,0.3,210,0.0,0.0,0.0,0.13,115,1,0,0.7,3.0,2023-11-12T16:30:00Z,26,13,0,0,0,0,12,0,94545,0,4,4,4.0,1,-7117,1795,8912,63,True,0
0,0,4,0,0.7,210,0.0,0.0,0.0,0.35,127,1,0,0.2,1.4,2023-11-25T15:00:00Z,21,15,0,0,0,0,13,0,92915,0,1,4,0.0,1,-2761,3648,6409,63,False,0
1,0,11,0,3.0,210,0.01,0.02,0.01,0.3,135,1,0,0.9,1.4,2023-12-03T14:00:00Z,80,5,0,0,0,0,14,0,90370,1,2,3,5.0,5,-3137,1529,4666,63,True,0
1,0,10,0,25.2,210,0.05,0.36,0.31,3.95,150,2,0,5.6,15.6,2023-12-06T20:15:00Z,76,14,0,0,0,0,15,0,91159,1,1,2,15.0,5,379,2341,1962,63,False,0
0,0,9,0,67.8,210,0.28,0.33,0.05,1.08,154,2,0,9.9,15.0,2023-12-10T14:00:00Z,90,9,0,0,0,0,16,0,95370,1,0,2,16.0,1,3640,5763,2123,63,False,1
0,0,-1,1,4.0,210,0.02,0.03,0.01,0.16,165,0,0,0.9,0.0,2023-12-16T15:00:00Z,68,17,0,0,0,0,17,0,98820,1,0,2,7.0,3,2714,6449,3735,63,True,0
0,0,6,0,3.0,210,0.04,0.04,0.0,0.4,180,1,0,1.2,5.4,2023-12-24T13:00:00Z,31,20,0,0,0,0,18,0,98561,0,1,2,4.0,1,-760,3573,4333,63,False,0
0,1,21,0,14.8,210,0.26,1.08,0.82,0.82,186,1,1,10.9,49.4,2023-12-27T19:30:00Z,70,8,0,0,0,0,19,0,107047,1,1,2,45.0,8,7517,10793,3276,63,True,0
0,0,0,0,0.0,210,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,12,0,0,0,0,20,0,113624,0,3,2,0.0,0,6172,15274,9102,63,False,0
0,0,0,0,0.0,210,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,114461,0,0,1,0.0,0,-694,12340,13034,63,True,0
0,0,-2,0,1.5,210,0.06,0.42,0.36,1.08,219,2,0,0.8,0.6,2024-01-31T20:15:00Z,45,11,0,0,0,0,22,0,105376,0,1,4,6.0,1,-9614,1899,11513,63,False,0
