assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
0,0,3,0,1.0,675,0.01,0.01,0.0,0.3,25,0,0,0.2,1.2,2023-08-27T13:00:00Z,22,2,0,0,0,0,3,0,605,0.0,3,1,0.0,1,398,449,51,50,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,18,0,0,0,0,4,0,1452,0.0,5,2,0.0,0,343,619,276,50,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,16,0,0,0,0,5,0,1233,0.0,1,1,0.0,0,-279,181,460,50,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,16,0,15.9,675,0.43,0.48,0.05,0.49,54,1,0,4.6,14.2,2023-09-23T19:00:00Z,72,14,0,0,0,0,6,0,1857,1.0,1,0,16.0,2,377,516,139,50,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,-1,0,0.8,675,0.0,0.0,0.0,1.91,66,1,0,0.2,0.0,2023-09-30T14:00:00Z,66,15,0,0,0,0,7,0,4713,1.0,0,2,2.0,2,2016,2477,461,50,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,5,0,0.3,675,0.0,0.0,0.0,0.27,15,1,0,0.1,1.0,2023-10-03T18:30:00Z,19,12,0,0,0,0,7,0,4713,0.0,2,1,0.0,1,2016,2477,461,50,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,4,0,1.3,675,0.0,0.0,0.0,0.39,73,2,0,0.7,6.0,2023-10-07T14:00:00Z,29,7,0,0,0,0,8,0,4820,0.0,4,1,0.0,1,346,1437,1091,50,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,4,0,0,0,0,9,0,5164,0.0,0,3,0.0,0,128,899,771,50,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2023-10-28T14:00:00Z,0,3,0,0,0,0,10,0,4904,0.0,1,2,0.0,0,-352,483,835,50,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,8,0,0,0,0,11,0,4614,0.0,2,0,0.0,0,-380,432,812,50,True,0,,,,,,,,,,,,,,,,,,,,,,,
