,Unnamed: 0,Unnamed: 0.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2023-08-12T16:30:00Z,0,2,0,0,0,0,1,0,3531,0,1,5,0.0,0,0,0,0,40,True,0,4,3,1
1,1,1,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2023-08-19T19:00:00Z,0,13,0,0,0,0,2,0,2506,0,0,1,0.0,0,-985,0,985,40,False,0,3,5,2
2,2,2,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,11,0,0,0,0,3,0,2164,0,2,1,0.0,0,-368,0,368,40,True,0,4,4,3
3,3,3,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2023-09-02T16:30:00Z,0,5,0,0,0,0,4,0,1965,0,1,3,0.0,0,-217,0,217,40,False,0,3,3,4
4,4,4,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,4,0,0,0,0,5,0,1802,0,0,1,0.0,0,-167,0,167,40,True,0,4,3,5
5,5,5,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2023-09-24T15:30:00Z,0,17,0,0,0,0,6,0,1711,0,8,0,0.0,0,-91,0,91,40,False,0,3,2,6
6,6,6,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,6,0,0,0,0,7,0,1623,0,0,2,0.0,0,-84,0,84,40,True,0,4,2,7
7,7,7,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,1555,0,2,2,0.0,0,-69,0,69,40,False,0,3,3,8
8,8,8,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,8,0,0,0,0,9,0,1494,0,0,4,0.0,0,-65,0,65,40,True,0,4,2,9
9,9,9,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2023-10-28T16:30:00Z,0,20,0,0,0,0,10,0,1463,0,2,2,0.0,0,-33,0,33,40,False,0,3,2,10
