,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0,0.0,528,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,18,0,0,0,0,1,0,7535,0,1,4,0.0,0,0,0,0,55,False,0,2,4,1
1,1,1,1,1,0,15,0,13.5,528,0.16,0.19,0.03,0.06,19,0,0,4.3,22.2,2022-08-13T14:00:00Z,20,11,0,0,0,0,2,0,7672,0,2,2,7.0,4,-945,504,1449,55,True,0,2,2,2
2,2,2,2,0,0,1,0,0.8,528,0.01,0.03,0.02,0.29,26,1,0,0.9,2.2,2022-08-20T14:00:00Z,58,10,0,0,0,0,3,0,12621,1,2,1,6.0,1,2803,4522,1719,55,False,0,2,3,3
3,3,3,3,0,0,1,0,0.1,528,0.0,0.16,0.16,0.0,39,0,0,2.0,0.0,2022-08-27T11:30:00Z,13,14,0,0,0,0,4,0,12453,0,1,0,22.0,1,-550,1608,2158,55,True,0,2,3,4
4,4,4,4,0,0,0,0,0.0,528,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2022-08-30T18:45:00Z,0,6,0,0,0,0,5,0,12116,0,1,2,0.0,0,-807,1284,2091,55,True,0,2,3,5
5,5,5,5,0,0,1,0,11.5,528,0.03,0.09,0.06,0.0,60,0,0,3.5,0.0,2022-09-03T14:00:00Z,7,20,0,0,0,0,6,0,10638,0,0,1,24.0,1,-1874,762,2636,55,False,0,2,2,6
6,6,6,6,0,0,3,0,0.2,528,0.0,0.02,0.02,0.63,71,0,0,2.2,5.0,2022-09-16T19:00:00Z,19,2,0,0,0,0,8,0,9937,0,0,1,17.0,1,-240,503,743,54,False,0,2,2,8
7,7,7,7,0,0,6,0,10.6,528,0.01,0.37,0.36,1.46,89,2,0,3.6,0.6,2022-10-01T14:00:00Z,59,8,0,0,0,0,9,0,9932,1,2,1,25.0,1,-238,766,1004,54,True,0,2,2,9
8,8,8,8,0,0,2,0,0.0,528,0.0,0.0,0.0,0.08,97,0,0,0.0,0.0,2022-10-08T14:00:00Z,11,13,0,0,0,0,10,0,11656,0,0,4,0.0,1,1439,2668,1229,54,False,0,2,5,10
9,9,9,9,0,0,2,0,10.3,528,0.0,0.0,0.0,0.47,108,0,0,1.4,3.2,2022-10-16T13:00:00Z,16,19,0,0,0,0,11,0,10206,0,1,1,0.0,1,-1440,447,1887,54,True,0,2,2,11
10,10,10,10,0,0,0,0,0.0,528,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,3,0,0,0,0,12,0,10004,0,1,0,0.0,0,-310,369,679,54,False,0,2,2,12
11,11,11,11,0,0,0,0,0.0,528,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2022-10-23T13:00:00Z,0,1,0,0,0,0,13,0,9516,0,1,1,0.0,0,-550,175,725,54,True,0,2,4,13
12,12,12,12,0,0,0,0,0.3,528,0.0,0.04,0.04,0.0,135,0,0,0.3,0.0,2022-10-29T14:00:00Z,4,7,0,0,0,0,14,0,9094,0,0,1,4.0,1,-479,207,686,53,False,0,2,2,14
13,13,13,13,0,0,0,0,0.0,528,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2022-11-06T14:00:00Z,0,15,0,0,0,0,15,0,9194,0,4,1,0.0,0,9,600,591,53,True,0,2,3,15
14,14,14,14,0,0,0,0,0.0,528,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,12,0,0,0,0,16,0,9466,0,1,3,0.0,0,211,773,562,53,False,0,2,4,16
15,15,15,15,0,0,4,0,0.3,528,0.0,0.02,0.02,0.0,170,0,0,0.2,1.0,2022-12-26T15:00:00Z,12,5,0,0,0,0,17,0,9294,0,3,1,1.0,1,-265,973,1238,53,True,0,2,3,17
