,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0,0.0,631,178,0,0,0.0,0.0,2021-01-13T18:00:00Z,0,12,0,0,0,0,18,0,0,0,1,0.0,0,0,0,0,45,False,0,3,5,18
1,1,1,1,0,0,0,0,0.0,631,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,10,0,0,0,0,19,0,41,1,0,0.0,0,26,34,8,45,False,0,3,3,19
2,2,2,2,0,0,0,0,0.0,631,189,0,0,0.0,0.0,2021-01-27T19:30:00Z,0,8,0,0,0,0,20,0,74,0,0,0.0,0,10,27,17,45,True,0,3,2,20
3,3,3,3,0,0,0,0,0.0,631,200,0,0,0.0,0.0,2021-01-31T19:15:00Z,0,17,0,0,0,0,21,0,79,0,1,0.0,0,-2,14,16,45,True,0,3,3,21
4,4,4,4,0,0,0,0,0.0,631,216,0,0,0.0,0.0,2021-02-03T20:15:00Z,0,11,0,0,0,0,22,0,97,1,0,0.0,0,11,27,16,45,False,0,3,3,22
5,5,5,5,0,0,0,0,0.0,631,220,0,0,0.0,0.0,2021-02-06T15:00:00Z,0,4,0,0,0,0,23,0,121,1,1,0.0,0,3,13,10,45,False,0,3,2,23
6,6,6,6,0,0,0,0,0.0,631,230,0,0,0.0,0.0,2021-02-13T20:00:00Z,0,2,0,0,0,0,24,0,161,0,0,0.0,0,18,53,35,45,True,0,3,2,24
7,7,7,7,0,0,0,0,0.0,631,241,0,0,0.0,0.0,2021-02-22T20:00:00Z,0,6,0,0,0,0,25,0,164,2,1,0.0,0,-6,29,35,45,True,0,3,2,25
8,8,8,8,0,0,0,0,0.0,631,258,0,0,0.0,0.0,2021-02-27T15:00:00Z,0,18,0,0,0,0,26,0,183,0,1,0.0,0,3,37,34,45,False,0,3,2,26
9,9,9,9,0,0,0,0,0.0,631,260,0,0,0.0,0.0,2021-03-06T20:00:00Z,0,9,0,0,0,0,27,0,209,2,1,0.0,0,8,42,34,45,True,0,3,4,27
10,10,10,10,0,0,0,0,0.0,631,277,0,0,0.0,0.0,2021-03-14T12:00:00Z,0,16,0,0,0,0,28,0,220,2,1,0.0,0,-7,26,33,45,False,0,3,2,28
11,11,11,11,0,0,0,0,0.0,631,279,0,0,0.0,0.0,2021-03-20T20:00:00Z,0,14,0,0,0,0,29,0,226,0,3,0.0,0,-5,22,27,45,True,0,3,2,29
12,12,12,12,0,0,0,0,0.0,631,295,0,0,0.0,0.0,2021-04-04T18:30:00Z,0,13,0,0,0,0,30,0,226,1,2,0.0,0,-1,13,14,45,False,0,3,4,30
13,13,13,13,0,0,0,0,0.0,631,299,0,0,0.0,0.0,2021-04-12T19:15:00Z,0,7,0,0,0,0,31,0,234,0,0,0.0,0,4,13,9,45,True,0,3,4,31
14,14,14,14,0,0,0,0,0.0,631,311,0,0,0.0,0.0,2021-04-20T19:15:00Z,0,5,0,0,0,0,32,0,248,0,0,0.0,0,4,9,5,45,False,0,3,4,32
15,15,15,15,0,0,0,0,0.0,631,326,0,0,0.0,0.0,2021-04-24T19:00:00Z,0,15,0,0,0,0,33,0,258,0,1,0.0,0,1,10,9,45,False,0,3,2,33
16,16,16,16,0,0,0,0,0.0,631,329,0,0,0.0,0.0,2021-05-01T14:00:00Z,0,10,0,0,0,0,34,0,284,0,2,0.0,0,19,29,10,45,True,0,3,3,34
17,17,17,17,0,0,0,0,0.0,631,348,0,0,0.0,0.0,2021-05-09T11:00:00Z,0,20,0,0,0,0,35,0,310,1,2,0.0,0,3,27,24,45,False,0,3,3,35
18,18,18,18,0,0,0,0,0.0,631,349,0,0,0.0,0.0,2021-05-15T19:00:00Z,0,19,0,0,0,0,36,0,327,1,1,0.0,0,19,34,15,45,True,0,3,4,36
19,19,19,19,0,0,0,0,0.0,631,359,0,0,0.0,0.0,2021-05-18T18:00:00Z,0,12,0,0,0,0,37,0,314,2,3,0.0,0,-10,18,28,45,True,0,3,4,37
20,20,20,20,0,0,0,0,0.0,631,369,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,1,0,0,0,0,38,0,332,0,2,0.0,0,12,42,30,45,False,0,3,4,38
