,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR
0,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,5,0,0,0,0,1,0,5452,0,2,1,0.0,0,0,0,0,45,True,0,4,3
1,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2022-08-13T16:30:00Z,0,4,0,0,0,0,2,0,4645,0,0,4,0.0,0,-924,144,1068,45,False,0,3,3
2,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,12,0,0,0,0,3,0,3972,0,1,2,0.0,0,-762,259,1021,45,True,0,4,4
3,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,17,0,0,0,0,4,0,3483,0,1,0,0.0,0,-575,242,817,44,False,0,3,2
4,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2022-09-01T19:00:00Z,0,10,0,0,0,0,5,0,3402,0,1,0,0.0,0,-183,261,444,44,False,0,3,3
5,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2022-09-04T15:30:00Z,0,1,0,0,0,0,6,0,3142,0,1,3,0.0,0,-279,111,390,44,True,0,4,4
6,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2022-10-02T13:00:00Z,0,13,0,0,0,0,9,0,2771,0,3,6,0.0,0,-109,84,193,44,False,0,3,5
7,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,96,0,0,0.0,0.0,2022-10-09T18:00:00Z,0,8,0,0,0,0,10,0,2807,0,2,1,0.0,0,-35,99,134,44,False,0,3,2
8,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,107,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,15,0,0,0,0,11,0,2799,0,0,0,0.0,0,-62,83,145,44,True,0,4,3
9,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,119,0,0,0.0,0.0,2022-10-19T19:15:00Z,0,18,0,0,0,0,12,0,2722,0,0,2,0.0,0,-79,32,111,44,True,0,4,3
10,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,122,0,0,0.0,0.0,2022-10-22T16:30:00Z,0,6,0,0,0,0,13,0,2755,0,1,1,0.0,0,-43,55,98,44,False,0,3,4
11,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,139,0,0,0.0,0.0,2022-10-30T16:15:00Z,0,19,0,0,0,0,14,0,2693,0,0,1,0.0,0,-103,47,150,44,True,0,4,2
12,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2022-11-06T14:00:00Z,0,2,0,0,0,0,15,0,2631,0,1,3,0.0,0,-106,55,161,43,False,0,3,2
13,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2022-11-13T16:30:00Z,0,9,0,0,0,0,16,0,2738,0,2,1,0.0,0,39,140,101,43,False,0,3,2
14,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,169,0,0,0.0,0.0,2022-12-27T20:00:00Z,0,16,0,0,0,0,17,0,2917,0,0,3,0.0,0,72,505,433,43,True,0,4,2
15,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2022-12-31T12:30:00Z,0,20,0,0,0,0,18,0,2942,0,1,0,0.0,0,-7,89,96,43,False,0,3,2
16,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,189,0,0,0.0,0.0,2023-01-03T20:00:00Z,0,3,0,0,0,0,19,0,2857,0,0,3,0.0,0,-98,26,124,43,True,0,4,2
