,Unnamed: 0,Unnamed: 0.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2023-08-14T19:00:00Z,0,20,0,0,0,0,1,0,4570,0,0,1,0.0,0,0,0,0,50,True,0,4,2,1
1,1,1,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2023-08-19T16:30:00Z,0,18,0,0,0,0,2,0,4950,0,0,2,0.0,0,-735,168,903,50,False,0,3,3,2
2,2,2,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,16,0,0,0,0,3,0,4576,0,2,3,0.0,0,-676,111,787,49,True,0,4,2,3
3,3,3,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2023-09-03T15:30:00Z,0,1,0,0,0,0,4,0,4313,0,1,3,0.0,0,-486,72,558,49,False,0,3,4,4
4,4,4,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,5,0,0,0,0,5,0,4304,0,3,1,0.0,0,-295,135,430,48,True,0,4,3,5
5,5,5,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2023-09-23T19:00:00Z,0,6,0,0,0,0,6,0,4315,0,1,0,0.0,0,-125,112,237,48,False,0,3,2,6
6,6,6,0,0,3,0,10.3,400,0.03,0.07,0.04,0.0,65,0,0,1.6,0.0,2023-09-30T14:00:00Z,2,8,0,0,0,0,7,0,4281,0,1,0,6.0,1,-120,110,230,48,True,0,4,2,7
7,7,7,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,78,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,4,0,0,0,0,8,0,4309,0,1,2,0.0,0,-71,93,164,48,True,0,4,3,8
8,8,8,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2023-10-21T19:00:00Z,0,17,0,0,0,0,9,0,4300,0,2,1,0.0,0,-83,83,166,48,False,0,3,2,9
9,9,9,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2023-10-29T15:30:00Z,0,13,0,0,0,0,10,0,4286,0,3,0,0.0,0,-71,72,143,48,True,0,4,5,10
10,10,10,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,104,0,0,0.0,0.0,2023-11-04T12:30:00Z,0,10,0,0,0,0,11,0,4321,0,1,0,0.0,0,-22,101,123,48,False,0,3,2,11
11,11,11,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,12,0,0,0,0,12,0,4291,0,0,1,0.0,0,-61,59,120,48,True,0,4,2,12
12,12,12,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,123,0,0,0.0,0.0,2023-11-26T16:30:00Z,0,9,0,0,0,0,13,0,4326,0,3,0,0.0,0,-31,74,105,48,False,0,3,2,13
13,13,13,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,15,0,0,0,0,14,0,4333,0,0,1,0.0,0,-21,63,84,48,False,0,3,4,14
14,14,14,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,7,0,0,0,0,15,0,4324,0,1,2,0.0,0,-27,37,64,47,True,0,4,3,15
