,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR
0,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,12,0,0,0,0,3,0,0,0,0,3,0.0,0,0,0,0,40,True,0,3,2
1,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,16,0,0,0,0,4,0,389,0,1,0,0.0,0,103,130,27,40,True,0,3,2
2,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,3,0,0,0,0,5,0,809,0,0,0,0.0,0,111,161,50,40,False,0,3,2
3,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,2,0,0,0,0,6,0,920,0,1,0,0.0,0,28,92,64,40,True,0,3,3
4,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,10,0,0,0,0,7,0,988,0,2,0,0.0,0,34,92,58,40,False,0,3,2
5,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,1146,0,4,1,0.0,0,59,131,72,40,False,0,3,2
6,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,1,0,0,0,0,9,0,1228,0,2,2,0.0,0,-7,85,92,40,True,0,3,4
7,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,4,0,0,0,0,10,0,1321,0,2,0,0.0,0,26,99,73,40,True,0,3,3
8,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,18,0,0,0,0,11,0,1378,0,4,1,0.0,0,22,79,57,40,False,0,3,3
9,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,1418,0,4,4,0.0,0,-12,46,58,40,True,0,3,5
10,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,15,0,0,0,0,13,0,1498,0,1,4,0.0,0,8,81,73,40,False,0,3,4
11,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,1499,0,2,3,0.0,0,-23,51,74,40,True,0,3,3
12,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,1532,0,1,2,0.0,0,2,36,34,40,False,0,3,4
13,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,9,0,0,0,0,16,0,1589,0,0,2,0.0,0,-2,45,47,40,False,0,3,2
14,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,1700,0,0,2,0.0,0,23,95,72,40,True,0,3,2
15,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,20,0,0,0,0,18,0,1704,0,1,2,0.0,0,-31,57,88,40,False,0,3,2
16,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,8,0,0,0,0,19,0,1736,0,1,2,0.0,0,5,38,33,40,True,0,3,2
17,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,12,0,0,0,0,20,0,1806,0,3,2,0.0,0,21,74,53,40,False,0,3,2
18,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,1807,0,0,1,0.0,0,-72,57,129,40,True,0,3,2
19,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,219,0,0,0.0,0.0,2024-01-31T20:15:00Z,0,11,0,0,0,0,22,0,1701,0,1,4,0.0,0,-105,0,105,40,False,0,3,5
20,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,226,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,20,0,0,0,0,23,0,1674,0,4,2,0.0,0,-32,0,32,40,True,0,3,2
