,Unnamed: 0,Unnamed: 0.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,3,0,1.0,675,0.01,0.01,0.0,0.3,25,0,0,0.2,1.2,2023-08-27T13:00:00Z,22,2,0,0,0,0,3,0,605,0,3,1,0.0,1,398,449,51,50,True,0,2,3,3
1,1,1,0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,18,0,0,0,0,4,0,1452,0,5,2,0.0,0,343,619,276,50,True,0,2,3,4
2,2,2,0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,16,0,0,0,0,5,0,1233,0,1,1,0.0,0,-279,181,460,50,False,0,2,2,5
3,3,3,0,0,16,0,15.9,675,0.43,0.48,0.05,0.49,54,1,0,4.6,14.2,2023-09-23T19:00:00Z,72,14,0,0,0,0,6,0,1857,1,1,0,16.0,2,377,516,139,50,True,0,2,3,6
4,4,4,0,0,-1,0,0.8,675,0.0,0.0,0.0,1.91,66,1,0,0.2,0.0,2023-09-30T14:00:00Z,66,15,0,0,0,0,7,0,4713,1,0,2,2.0,2,2016,2477,461,50,False,0,2,4,7
5,5,5,0,0,5,0,0.3,675,0.0,0.0,0.0,0.27,15,1,0,0.1,1.0,2023-10-03T18:30:00Z,19,12,0,0,0,0,7,0,4713,0,2,1,0.0,1,2016,2477,461,50,False,0,2,2,7
6,6,6,0,0,4,0,1.3,675,0.0,0.0,0.0,0.39,73,2,0,0.7,6.0,2023-10-07T14:00:00Z,29,7,0,0,0,0,8,0,4820,0,4,1,0.0,1,346,1437,1091,50,True,0,2,3,8
7,7,7,0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,4,0,0,0,0,9,0,5164,0,0,3,0.0,0,128,899,771,50,False,0,2,3,9
8,8,8,0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2023-10-28T14:00:00Z,0,3,0,0,0,0,10,0,4904,0,1,2,0.0,0,-352,483,835,50,False,0,2,2,10
9,9,9,0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,8,0,0,0,0,11,0,4614,0,2,0,0.0,0,-380,432,812,50,True,0,2,2,11
10,10,10,0,0,3,0,0.6,675,0.0,0.0,0.0,0.0,111,0,0,0.1,0.4,2023-11-11T15:00:00Z,10,1,0,0,0,0,12,0,3769,0,1,3,0.0,1,-841,34,875,50,False,0,2,4,12
11,11,11,0,0,-1,0,1.1,675,0.02,0.07,0.05,0.66,122,2,0,0.7,0.2,2023-11-25T15:00:00Z,17,19,0,0,0,0,13,0,4052,0,2,1,6.0,1,104,378,274,50,True,0,2,2,13
12,12,12,0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,17,0,0,0,0,14,0,4323,0,0,5,0.0,0,156,417,261,50,True,0,2,2,14
13,13,13,0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,20,0,0,0,0,15,0,4395,0,0,1,0.0,0,23,264,241,50,False,0,2,2,15
14,14,14,0,0,4,0,0.3,675,0.0,0.0,0.0,0.91,152,1,0,0.1,0.2,2023-12-09T15:00:00Z,20,5,0,0,0,0,16,0,4386,0,1,1,0.0,1,-76,204,280,50,False,0,2,3,16
15,15,15,0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,9,0,0,0,0,17,0,4100,0,2,0,0.0,0,-323,96,419,50,True,0,2,2,17
16,16,16,0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,173,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,10,0,0,0,0,18,0,3854,0,2,0,0.0,0,-259,23,282,50,False,0,2,2,18
17,17,17,0,0,7,0,0.0,675,0.0,0.0,0.0,0.0,185,0,0,0.5,4.8,2023-12-26T17:30:00Z,1,11,0,0,0,0,19,0,3730,0,2,0,0.0,1,-144,33,177,50,True,0,2,4,19
18,18,18,0,0,0,0,0.3,675,0.0,0.0,0.0,2.02,191,1,0,0.1,1.0,2023-12-30T15:00:00Z,31,2,0,0,0,0,20,0,3885,0,2,3,0.0,1,74,212,138,50,False,0,2,4,20
19,19,19,0,0,0,0,0.0,675,0.0,0.0,0.0,0.0,205,0,0,0.0,0.0,2024-01-12T19:45:00Z,0,12,0,0,0,0,21,0,4159,0,1,1,0.0,0,108,411,303,50,True,0,2,2,21
20,20,20,0,0,2,0,1.6,675,0.0,0.0,0.0,0.37,220,0,0,0.5,3.2,2024-01-31T19:30:00Z,31,13,0,0,0,0,22,0,4273,0,1,3,0.0,1,-22,235,257,50,False,0,2,5,22
21,21,21,0,0,8,0,4.1,675,0.02,0.18,0.16,0.84,225,2,0,3.3,9.8,2024-02-03T15:00:00Z,62,10,0,0,0,0,23,0,4359,1,2,2,19.0,2,42,143,101,50,True,0,2,2,23
