,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0,0.0,587,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,15,0,0,0,0,3,0,1658,0,3,3,0.0,0,1133,1546,413,45,False,0,5,4,3
1,1,1,1,0,0,1,0,0.4,587,0.0,0.1,0.1,0.0,37,0,0,0.3,0.0,2022-08-27T14:00:00Z,6,7,0,0,0,0,4,0,3049,0,2,4,4.0,1,458,1176,718,45,True,0,5,2,4
2,2,2,2,0,0,4,0,2.3,587,0.02,0.02,0.0,0.29,49,0,0,1.5,8.6,2022-08-31T18:30:00Z,22,16,0,0,0,0,5,0,4264,0,0,6,4.0,1,317,1016,699,45,True,0,5,2,5
3,3,3,3,0,0,0,0,0.0,587,0.0,0.0,0.0,0.0,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,2,0,0,0,0,6,0,4657,0,1,1,0.0,0,-338,673,1011,45,False,0,5,2,6
4,4,4,4,0,0,4,0,0.8,587,0.0,0.0,0.0,0.0,80,0,0,0.5,3.8,2022-09-17T11:30:00Z,9,20,0,0,0,0,8,0,6405,0,3,0,0.0,1,444,1196,752,45,False,0,5,2,8
5,5,5,5,1,0,15,0,28.5,587,0.17,0.17,0.0,1.59,88,3,0,6.4,31.0,2022-10-02T13:00:00Z,49,14,0,0,0,0,9,0,5846,0,3,6,4.0,3,-729,249,978,45,True,0,5,3,9
6,6,6,6,0,0,2,0,0.5,587,0.0,0.04,0.04,0.1,97,0,0,0.7,0.6,2022-10-08T14:00:00Z,20,17,0,0,0,0,10,0,31607,0,0,4,6.0,1,24467,26373,1906,45,True,0,5,2,10
7,7,7,7,0,0,0,0,0.0,587,0.0,0.0,0.0,0.0,106,0,0,0.0,0.0,2022-10-16T15:30:00Z,0,12,0,0,0,0,11,0,23322,0,0,1,0.0,0,-7875,864,8739,45,False,0,5,4,11
8,8,8,8,0,0,0,0,0.0,587,0.0,0.0,0.0,0.0,125,0,0,0.0,0.0,2022-10-22T14:00:00Z,0,5,0,0,0,0,13,0,14673,0,1,3,0.0,0,-3038,437,3475,45,True,0,5,3,13
9,9,9,9,0,0,0,0,0.0,587,0.0,0.0,0.0,0.0,137,0,0,0.0,0.0,2022-10-29T11:30:00Z,0,10,0,0,0,0,14,0,12175,0,1,0,0.0,0,-2719,217,2936,45,False,0,5,3,14
10,10,10,10,0,0,0,0,0.0,587,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,9,0,0,0,0,15,0,10401,0,1,2,0.0,0,-1958,167,2125,45,True,0,5,2,15
