,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,0,0,0.0,635,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,7,0,0,0,0,9,0,0,0,2,1,0.0,0,0,0,0,40,False,0,3,2,9
1,1,1,1,0,0,0,0,0.0,635,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,20,0,0,0,0,10,0,560,0,0,3,0.0,0,311,354,43,40,True,0,4,2,10
2,2,2,2,0,0,0,0,0.0,635,0.0,0.0,0.0,0.0,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,2,0,0,0,0,11,0,804,0,2,0,0.0,0,95,222,127,40,False,0,3,2,11
3,3,3,3,0,0,0,0,0.0,635,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,4,0,0,0,0,12,0,1172,0,0,0,0.0,0,84,175,91,40,False,0,3,3,12
4,4,4,4,0,0,0,0,0.0,635,0.0,0.0,0.0,0.0,122,0,0,0.0,0.0,2022-10-22T16:30:00Z,0,14,0,0,0,0,13,0,1269,0,1,1,0.0,0,172,284,112,40,True,0,4,3,13
5,5,5,5,0,0,0,0,0.0,635,0.0,0.0,0.0,0.0,134,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,5,0,0,0,0,14,0,1470,0,1,4,0.0,0,69,296,227,40,False,0,3,3,14
6,6,6,6,0,0,0,0,0.0,635,0.0,0.0,0.0,0.0,142,0,0,0.0,0.0,2022-11-06T12:00:00Z,0,1,0,0,0,0,15,0,1513,0,1,0,0.0,0,-74,194,268,40,True,0,4,4,15
7,7,7,7,0,0,0,0,0.0,635,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2022-11-12T17:30:00Z,0,15,0,0,0,0,16,0,1729,0,0,1,0.0,0,83,229,146,40,False,0,3,4,16
8,8,8,8,0,0,0,0,0.0,635,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2022-12-27T17:30:00Z,0,3,0,0,0,0,17,0,2357,0,0,2,0.0,0,428,1022,594,40,True,0,4,2,17
9,9,9,9,0,0,0,0,0.0,635,0.0,0.0,0.0,0.0,177,0,0,0.0,0.0,2023-01-01T16:30:00Z,0,16,0,0,0,0,18,0,2418,0,1,1,0.0,0,-12,120,132,40,False,0,3,2,18
