,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,own_FDR,opp_FDR,gw
0,0,0,0,0,0,5,0,0.1,193,0.0,0.0,0.0,0.09,3,0,0,0.2,1.4,2022-08-06T16:30:00Z,17,6,0,0,0,0,1,0,12958,1,1,0,0.0,1,0,0,0,45,True,0,2,3,1
1,1,1,1,0,0,0,0,0.0,193,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2022-08-13T11:30:00Z,0,2,0,0,0,0,2,0,8798,0,1,2,0.0,0,-5015,345,5360,44,False,0,2,2,2
2,2,2,2,0,0,0,0,0.0,193,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,6888,0,1,1,0.0,0,-2149,180,2329,44,True,0,2,2,3
3,3,3,3,0,0,0,0,0.0,193,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,4,0,0,0,0,4,0,5925,0,1,1,0.0,0,-1064,82,1146,44,False,0,2,3,4
4,4,4,4,0,0,0,0,0.0,193,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2022-08-30T19:00:00Z,0,11,0,0,0,0,5,0,5464,0,1,1,0.0,0,-497,56,553,43,False,0,2,2,5
5,5,5,5,0,0,0,0,0.0,193,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2022-09-03T11:30:00Z,0,12,0,0,0,0,6,0,5053,0,0,0,0.0,0,-433,77,510,43,True,0,2,4,6
6,6,6,6,0,0,0,0,0.0,193,0.0,0.0,0.0,0.0,75,0,0,0.0,0.0,2022-09-18T13:15:00Z,0,19,0,0,0,0,8,0,4622,0,0,1,0.0,0,-186,14,200,43,True,0,2,2,8
7,7,7,7,0,0,0,0,0.0,193,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,17,0,0,0,0,9,0,4440,0,2,1,0.0,0,-212,17,229,43,False,0,2,2,9
8,8,8,8,0,0,0,0,0.0,193,0.0,0.0,0.0,0.0,96,0,0,0.0,0.0,2022-10-09T18:00:00Z,0,14,0,0,0,0,10,0,4298,0,2,1,0.0,0,-151,26,177,43,True,0,2,3,10
9,9,9,9,0,0,0,0,0.0,193,0.0,0.0,0.0,0.0,109,0,0,0.0,0.0,2022-10-15T16:30:00Z,0,18,0,0,0,0,11,0,4233,0,0,2,0.0,0,-81,32,113,43,False,0,2,4,11
